nombre|stock|precio|marca|link|hora|fecha
Leche Sancor Bebé Etapa 2 Modificada 500 Ml.|18|197.69|SANCOR|https://diaonline.supermercadosdia.com.ar/leche-sancor-bebe-etapa-2-modificada-500-ml-272886/p|01:24:59|2022-03-20
Leche Sancor Bebé Etapa 3 Modificada 1 Lt.|20|361.99|SANCOR|https://diaonline.supermercadosdia.com.ar/leche-sancor-bebe-etapa-3-modificada-1-lt-272882/p|01:24:59|2022-03-20
Pañales Pampers SuperSec XXG 16 Un.|16|444.03|PAMPERS|https://diaonline.supermercadosdia.com.ar/panales-pampers-supersec-xxg-16-un-215435/p|01:24:59|2022-03-20
Leche Infantil La Serenisima Babe 2 200 Ml.|87|62.68|BABY|https://diaonline.supermercadosdia.com.ar/leche-infantil-la-serenisima-babe-2-200-ml-197973/p|01:24:59|2022-03-20
Pañales BabySmile Talle M 5 - 10 Kg. 24 Un.|70|351.20|BABY SMILE|https://diaonline.supermercadosdia.com.ar/panales-babysmile-talle-m-5--10-kg-24-un-180787/p|01:24:59|2022-03-20
Toallitas Húmedas Baby Smile Doypack 70 Un.|79|212.00|BABYSMILE|https://diaonline.supermercadosdia.com.ar/toallitas-humedas-baby-smile-doypack-70-un-179855/p|01:24:59|2022-03-20
Colonia Johnson's Fresca Caricia 100 Ml.|36|269.90|JBABY|https://diaonline.supermercadosdia.com.ar/colonia-johnson-s-fresca-caricia-100-ml-166173/p|01:24:59|2022-03-20
Baño Líquido Johnson's Baby con Glicerina 200 Ml.|16|389.64|JOHNSONS BABY|https://diaonline.supermercadosdia.com.ar/bano-liquido-johnson-s-baby-con-glicerina-200-ml-275426/p|01:24:59|2022-03-20
Pañales Pampers Confort Sec Plus T. G 9-13 Kg. 22 Un.|24|683.00|PAMPERS|https://diaonline.supermercadosdia.com.ar/panales-pampers-confort-sec-plus-t-g-9-13-kg-22-un-275025/p|01:24:59|2022-03-20
Pañales Huggies Flexi Comfort T. XXG 15 Un.|17|694.00|HUGGIES|https://diaonline.supermercadosdia.com.ar/panales-huggies-flexi-comfort-t-xxg-15-un-274699/p|01:24:59|2022-03-20
Pañales Huggies Flexi Comfort T. XG 16 Un.|53|694.00|HUGGIES|https://diaonline.supermercadosdia.com.ar/panales-huggies-flexi-comfort-t-xg-16-un-274698/p|01:24:59|2022-03-20
Alimento Infantil Nestum Arroz Bajo en Azúcares 225 Gr.|34|344.00|NESTUM|https://diaonline.supermercadosdia.com.ar/alimento-infantil-nestum-arroz-bajo-en-azucares-225-gr-273876/p|01:24:59|2022-03-20
Leche Infantil Nido 3 200 Ml.|44|71.55|NIDO|https://diaonline.supermercadosdia.com.ar/leche-infantil-nido-3-200-ml-273452/p|01:24:59|2022-03-20
Shampoo Original Johnson's Baby 200 Ml.|21|376.03|JOHNSONS BABY|https://diaonline.supermercadosdia.com.ar/shampoo-original-johnson-s-baby-200-ml-273326/p|01:24:59|2022-03-20
Leche Infantil Nutrilon Profutura 3 200 Ml.|190|109.90|NUTRILON|https://diaonline.supermercadosdia.com.ar/leche-infantil-nutrilon-profutura-3-200-ml-202640/p|01:24:59|2022-03-20
Tren Juguete 1 Un.|67|199.99|MEGAPRICE|https://diaonline.supermercadosdia.com.ar/tren-juguete-1-un-199697/p|01:24:59|2022-03-20
Leche Infantil La Serenisima Baby 3 200 Ml.|60|63.50|BABY|https://diaonline.supermercadosdia.com.ar/leche-infantil-la-serenisima-baby-3-200-ml-197972/p|01:24:59|2022-03-20
Aceite de bebé con aloe vera Johnson & Johnson 200 ml.|11|323.00|JOHNSON|https://diaonline.supermercadosdia.com.ar/aceite-de-bebe-con-aloe-vera-johnson---johnson-200-ml-138037/p|01:24:59|2022-03-20
Toallitas Húmedas Pampers Siempre Limpio 48 un.|21|236.00|PAMPERS|https://diaonline.supermercadosdia.com.ar/toallitas-humedas-pampers-siempre-limpio-48-un-283061/p|01:24:59|2022-03-20
Óleo Calcáreo Estrella con Aceites Vegetales 500 Ml.|23|530.00|ESTRELLA|https://diaonline.supermercadosdia.com.ar/oleo-calcareo-estrella-con-aceites-vegetales-500-ml-279976/p|01:24:59|2022-03-20
Pañales Pampers Confort Sec Plus T. P 5-8 Kg. 36 Un.|4|683.00|PAMPERS|https://diaonline.supermercadosdia.com.ar/panales-pampers-confort-sec-plus-t-p-5-8-kg-36-un-275023/p|01:24:59|2022-03-20
Pañales Huggies Protect Plus XXG 26 Un.|17|1.778.00|HUGGIES|https://diaonline.supermercadosdia.com.ar/panales-huggies-protect-plus-xxg-26-un-274088/p|01:24:59|2022-03-20
Pañales Babysec Premium Flexiprotect T. G 8,5 -12 Kg. 22 Un.|17|746.50|BABYSEC|https://diaonline.supermercadosdia.com.ar/panales-babysec-premium-flexiprotect-t-g-85-12-kg-22-un-273063/p|01:24:59|2022-03-20
Compota Pouch Gerber Manzana 95 Gr.|51|164.00|GERBER|https://diaonline.supermercadosdia.com.ar/compota-pouch-gerber-manzana-95-gr-271475/p|01:24:59|2022-03-20
Compota Pouch Gerber Pera 95 Gr.|17|164.00|GERBER|https://diaonline.supermercadosdia.com.ar/compota-pouch-gerber-pera-95-gr-271474/p|01:24:59|2022-03-20
Pañales Pampers Confort Sec Plus T. XXG +14 Kg. 16 Un.|7|683.00|PAMPERS|https://diaonline.supermercadosdia.com.ar/panales-pampers-confort-sec-plus-t-xxg-14-kg-16-un-275027/p|01:24:59|2022-03-20
Pañales Huggies Protect Plus G 36 Un.|13|1.778.00|HUGGIES|https://diaonline.supermercadosdia.com.ar/panales-huggies-protect-plus-g-36-un-274086/p|01:24:59|2022-03-20
Pañales Huggies Protect Plus M 44 Un.|16|1.778.00|HUGGIES|https://diaonline.supermercadosdia.com.ar/panales-huggies-protect-plus-m-44-un-274085/p|01:24:59|2022-03-20
Toallas Húmedas Fisher Price con Sticker 5 Ud.|1|60.00|FISHER PRICE|https://diaonline.supermercadosdia.com.ar/toallas-humedas-fisher-price-con-sticker-5-ud-256180/p|01:24:59|2022-03-20
Juguete Camioncito Van 1 Un.|73|199.99|MEGAPRICE|https://diaonline.supermercadosdia.com.ar/juguete-camioncito-van-1-un-274520/p|01:24:59|2022-03-20
Pañal Huggies Protect Plus XG 28 Un.|11|1.778.00|HUGGIES|https://diaonline.supermercadosdia.com.ar/panal-huggies-protect-plus-xg-28-un-274087/p|01:24:59|2022-03-20
Pañales Babysec Premium Flexiprotect T. M 5 - 9,5 Kg. 26 Un.|6|704.00|BABYSEC|https://diaonline.supermercadosdia.com.ar/panales-babysec-premium-flexiprotect-t-m-5--95-kg-26-un-273062/p|01:24:59|2022-03-20
Pañales Pampers ConfortSec Máxima Protección T. G 22 Un.|77|674.65|PAMPERS|https://diaonline.supermercadosdia.com.ar/panales-pampers-confortsec-maxima-proteccion-t-g-22-un-271479/p|01:24:59|2022-03-20
Pañales Pampers ConfortSec Máxima Protección T. M 26 Un.|13|674.65|PAMPERS|https://diaonline.supermercadosdia.com.ar/panales-pampers-confortsec-maxima-proteccion-t-m-26-un-271478/p|01:24:59|2022-03-20
Pañales Huggies Active Sec Megapack M 26 Un.|16|495.00|HUGGIES|https://diaonline.supermercadosdia.com.ar/panales-huggies-active-sec-megapack-m-26-un-218380/p|01:24:59|2022-03-20
Pañales Huggies Active Sec Megapack Pequeño 40 Un.|2|757.00|HUGGIES|https://diaonline.supermercadosdia.com.ar/panales-huggies-active-sec-megapack-pequeno-40-un-207499/p|01:24:59|2022-03-20
Cereal infantil Nestum de Arroz 200 Gr.|4|313.00|NESTUM|https://diaonline.supermercadosdia.com.ar/cereal-infantil-nestum-de-arroz-200-gr-23685/p|01:24:59|2022-03-20
Protector Mamario Johnson 24 U.|6|249.99|JOHNSON|https://diaonline.supermercadosdia.com.ar/protector-mamario-johnson-24-u-20896/p|01:24:59|2022-03-20
